id,etapa,natureza,como,endereco,abre_hoje,falta,irmaos
CRM-002,E27,"página/painel a compor",estado-partilhado,/app/[orgSlug]/[locationSlug]/customers,sim,"",12
CRM-003,E27,"página/painel a compor",estado-partilhado,/app/[orgSlug]/[locationSlug]/customers,sim,"",12
CRM-004,E27,"página/painel a compor",estado-partilhado,/app/[orgSlug]/[locationSlug]/customers,sim,"",12
CRM-005,E27,"página/painel a compor",estado-partilhado,/app/[orgSlug]/[locationSlug]/customers,sim,"",12
CRM-006,E27,"página/painel a compor",estado-partilhado,/app/[orgSlug]/[locationSlug]/customers,sim,"",12
CRM-007,E27,"página/painel a compor",estado-partilhado,/app/[orgSlug]/[locationSlug]/customers,sim,"",12
CRM-008,E27,"página/painel a compor",estado-partilhado,/app/[orgSlug]/[locationSlug]/customers,sim,"",12
CRM-009,E27,"página/painel a compor",estado-partilhado,/app/[orgSlug]/[locationSlug]/customers,sim,"",12
CRM-010,E27,"página/painel a compor",estado-partilhado,/app/[orgSlug]/[locationSlug]/customers,sim,"",12
CRM-011,E27,"diálogo/painel ou etapa do fluxo",estado-partilhado,/app/[orgSlug]/[locationSlug]/customers,sim,"",12
CRM-012,E27,"página/painel a compor",estado-partilhado,/app/[orgSlug]/[locationSlug]/customers,sim,"",12
CRM-013,E27,"página/painel a compor",estado-partilhado,/app/[orgSlug]/[locationSlug]/customers,sim,"",12
HR-001,E28,"página/painel a compor",estado-partilhado,/app/[orgSlug]/[locationSlug]/team,sim,"",10
HR-002,E28,"página/painel a compor",estado-partilhado,/app/[orgSlug]/[locationSlug]/team,sim,"",10
HR-003,E28,"página/painel a compor",estado-partilhado,/app/[orgSlug]/[locationSlug]/team,sim,"",10
HR-004,E28,"página/painel a compor",estado-partilhado,/app/[orgSlug]/[locationSlug]/team,sim,"",10
HR-005,E28,"página/painel a compor",estado-partilhado,/app/[orgSlug]/[locationSlug]/team,sim,"",10
HR-006,E28,"página/painel a compor",estado-partilhado,/app/[orgSlug]/[locationSlug]/team,sim,"",10
HR-007,E28,"página/painel a compor",estado-partilhado,/app/[orgSlug]/[locationSlug]/team,sim,"",10
HR-008,E28,"página/painel a compor",estado-partilhado,/app/[orgSlug]/[locationSlug]/team,sim,"",10
HR-009,E28,"página/painel a compor",estado-partilhado,/app/[orgSlug]/[locationSlug]/team,sim,"",10
HR-010,E28,"diálogo/painel ou etapa do fluxo",estado-partilhado,/app/[orgSlug]/[locationSlug]/team,sim,"",10
HR-011,E28,"página/painel a compor",estado-partilhado,/app/[orgSlug]/[locationSlug]/team,sim,"",10
FIN-001,E29,"página/painel a compor",estado-partilhado,/app/[orgSlug]/[locationSlug]/finance,sim,"",10
FIN-002,E29,"página/painel a compor",estado-partilhado,/app/[orgSlug]/[locationSlug]/finance,sim,"",10
FIN-003,E29,"página/painel a compor",estado-partilhado,/app/[orgSlug]/[locationSlug]/finance,sim,"",10
FIN-004,E29,"página/painel a compor",estado-partilhado,/app/[orgSlug]/[locationSlug]/finance,sim,"",10
FIN-005,E29,"página/painel a compor",estado-partilhado,/app/[orgSlug]/[locationSlug]/finance,sim,"",10
FIN-006,E29,"página/painel a compor",estado-partilhado,/app/[orgSlug]/[locationSlug]/finance,sim,"",10
FIN-007,E29,"página/painel a compor",estado-partilhado,/app/[orgSlug]/[locationSlug]/finance,sim,"",10
FIN-008,E29,"página/painel a compor",estado-partilhado,/app/[orgSlug]/[locationSlug]/finance,sim,"",10
FIN-009,E29,"página/painel a compor",estado-partilhado,/app/[orgSlug]/[locationSlug]/finance,sim,"",10
FIN-010,E29,"página/painel a compor",estado-partilhado,/app/[orgSlug]/[locationSlug]/finance,sim,"",10
FIN-011,E29,"página/painel a compor",estado-partilhado,/app/[orgSlug]/[locationSlug]/finance,sim,"",10
REP-001,E09,"página/painel a compor",estado-partilhado,/app/[orgSlug]/[locationSlug]/reports,sim,"",9
REP-002,E14,"página/painel a compor",so-url,/app/[orgSlug]/[locationSlug]/reports/servico,sim,"",0
REP-003,E14,"página/painel a compor",so-url,/app/[orgSlug]/[locationSlug]/reports/canais,sim,"",0
REP-004,E14,"página/painel a compor",so-url,/app/[orgSlug]/[locationSlug]/reports/produtos,sim,"",0
REP-005,E14,"página/painel a compor",so-url,/app/[orgSlug]/[locationSlug]/reports/categorias,sim,"",0
REP-006,E14,"página/painel a compor",so-url,/app/[orgSlug]/[locationSlug]/reports/franjas,sim,"",0
REP-007,E14,"página/painel a compor",so-url,/app/[orgSlug]/[locationSlug]/reports/mesas,sim,"",0
REP-008,E19,"página/painel a compor",so-url,/app/[orgSlug]/[locationSlug]/reports/reservas,sim,"",0
REP-009,E16,"página/painel a compor",estado-partilhado,/app/[orgSlug]/[locationSlug]/reports,sim,"",9
REP-010,E30,"página/painel a compor",estado-partilhado,/app/[orgSlug]/[locationSlug]/reports,sim,"",9
REP-011,E30,"página/painel a compor",estado-partilhado,/app/[orgSlug]/[locationSlug]/reports,sim,"",9
REP-012,E30,"página/painel a compor",estado-partilhado,/app/[orgSlug]/[locationSlug]/reports,sim,"",9
REP-013,E30,"página/painel a compor",estado-partilhado,/app/[orgSlug]/[locationSlug]/reports,sim,"",9
REP-014,E30,"página/painel a compor",estado-partilhado,/app/[orgSlug]/[locationSlug]/reports,sim,"",9
REP-015,E30,"página/painel a compor",estado-partilhado,/app/[orgSlug]/[locationSlug]/reports,sim,"",9
REP-016,E30,"página/painel a compor",estado-partilhado,/app/[orgSlug]/[locationSlug]/reports,sim,"",9
REP-017,E30,"página/painel a compor",estado-partilhado,/app/[orgSlug]/[locationSlug]/reports,sim,"",9
INT-001,E32,"página/painel a compor",estado-partilhado,/app/[orgSlug]/[locationSlug]/integrations,sim,"",8
INT-002,E32,"página/painel a compor",estado-partilhado,/app/[orgSlug]/[locationSlug]/integrations,sim,"",8
INT-003,E10,"página/painel a compor",estado-partilhado,/app/[orgSlug]/[locationSlug]/integrations,sim,"",8
INT-004,E19,"página/painel a compor",so-url,/app/[orgSlug]/[locationSlug]/integrations/mensageria,sim,"",0
INT-005,E23,"página/painel a compor",estado-partilhado,/app/[orgSlug]/[locationSlug]/integrations,sim,"",8
INT-006,E24,"página/painel a compor",estado-partilhado,/app/[orgSlug]/[locationSlug]/integrations,sim,"",8
INT-007,E32,"página/painel a compor",estado-partilhado,/app/[orgSlug]/[locationSlug]/integrations,sim,"",8
INT-008,E32,"página/painel a compor",estado-partilhado,/app/[orgSlug]/[locationSlug]/integrations,sim,"",8
INT-009,E32,"página/painel a compor",estado-partilhado,/app/[orgSlug]/[locationSlug]/integrations,sim,"",8
INT-010,E32,"página/painel a compor",estado-partilhado,/app/[orgSlug]/[locationSlug]/integrations,sim,"",8
DEV-001,E13,"página/painel a compor",estado-partilhado,/app/[orgSlug]/[locationSlug]/devices,sim,"",2
DEV-002,E13,"página/painel a compor",so-url,/app/[orgSlug]/[locationSlug]/devices/parear,sim,"",0
DEV-003,E13,"página/painel a compor",so-url,/app/[orgSlug]/[locationSlug]/devices/[deviceId],sim,"",0
DEV-004,E13,"diálogo/painel ou etapa do fluxo",so-url,/app/[orgSlug]/[locationSlug]/devices/[deviceId]/revogar,sim,"",0
DEV-005,E31,"página/painel a compor",estado-partilhado,/app/[orgSlug]/[locationSlug]/devices,sim,"",2
DEV-006,E31,"página/painel a compor",estado-partilhado,/app/[orgSlug]/[locationSlug]/devices,sim,"",2
SET-001,E06,"página/painel a compor",estado-partilhado,/app/[orgSlug]/[locationSlug]/settings,sim,"",7
SET-002,E06,"página/painel a compor",so-url,/app/[orgSlug]/[locationSlug]/settings/idiomas,sim,"",0
SET-003,E13,"página/painel a compor",so-url,/app/[orgSlug]/[locationSlug]/settings/servicos,sim,"",0
SET-004,E14,"página/painel a compor",so-url,/app/[orgSlug]/[locationSlug]/settings/pedidos,sim,"",0
SET-005,E16,"página/painel a compor",estado-partilhado,/app/[orgSlug]/[locationSlug]/settings,sim,"",7
SET-006,E16,"página/painel a compor",estado-partilhado,/app/[orgSlug]/[locationSlug]/settings,sim,"",7
SET-007,E18,"página/painel a compor",so-url,/app/[orgSlug]/[locationSlug]/settings/reservas,sim,"",0
SET-008,E15,"página/painel a compor",estado-partilhado,/app/[orgSlug]/[locationSlug]/settings,sim,"",7
SET-009,E19,"página/painel a compor",so-url,/app/[orgSlug]/[locationSlug]/settings/mensagens,sim,"",0
SET-010,E33,"página/painel a compor",estado-partilhado,/app/[orgSlug]/[locationSlug]/settings,sim,"",7
SET-011,E33,"página/painel a compor",estado-partilhado,/app/[orgSlug]/[locationSlug]/settings,sim,"",7
SET-012,E08,"página/painel a compor",so-url,/app/[orgSlug]/organization/exportar,sim,"",0
SET-013,E33,"página/painel a compor",estado-partilhado,/app/[orgSlug]/[locationSlug]/settings,sim,"",7
SET-014,E33,"página/painel a compor",estado-partilhado,/app/[orgSlug]/[locationSlug]/settings,sim,"",7
HELP-001,E33,"página/painel a compor",estado-partilhado,/app/[orgSlug]/ajuda,sim,"",3
HELP-002,E33,"página/painel a compor",estado-partilhado,/app/[orgSlug]/ajuda,sim,"",3
HELP-003,E33,"página/painel a compor",estado-partilhado,/app/[orgSlug]/ajuda,sim,"",3
HELP-004,E33,"página/painel a compor",estado-partilhado,/app/[orgSlug]/ajuda,sim,"",3
PLAT-001,E33,"página/painel a compor",estado-partilhado,/platform,sim,"",14
PLAT-002,E05,"página/painel a compor",estado-partilhado,/platform,sim,"",14
PLAT-003,E05,"página/painel a compor",so-url,/platform/[orgId],sim,"",0
PLAT-004,E05,"página/painel a compor",so-url,/platform/[orgId]/entitlements,sim,"",0
PLAT-005,E32,"página/painel a compor",estado-partilhado,/platform,sim,"",14
PLAT-006,E05,"página/painel a compor",so-url,/platform/implantacoes,sim,"",0
PLAT-007,E33,"página/painel a compor",estado-partilhado,/platform,sim,"",14
PLAT-008,E33,"diálogo/painel ou etapa do fluxo",estado-partilhado,/platform,sim,"",14
PLAT-009,E33,"página/painel a compor",estado-partilhado,/platform,sim,"",14
PLAT-010,E05,"página/painel a compor",so-url,/platform/flags,sim,"",0
PLAT-011,E05,"página/painel a compor",so-url,/platform/planos,sim,"",0
PLAT-012,E32,"página/painel a compor",estado-partilhado,/platform,sim,"",14
PLAT-013,E33,"página/painel a compor",estado-partilhado,/platform,sim,"",14
PLAT-014,E33,"página/painel a compor",estado-partilhado,/platform,sim,"",14
PLAT-015,E32,"página/painel a compor",estado-partilhado,/platform,sim,"",14
PLAT-016,E33,"página/painel a compor",estado-partilhado,/platform,sim,"",14
PLAT-017,E33,"página/painel a compor",estado-partilhado,/platform,sim,"",14
PLAT-018,E33,"página/painel a compor",estado-partilhado,/platform,sim,"",14
PLAT-019,E33,"página/painel a compor",estado-partilhado,/platform,sim,"",14
PLAT-020,E32,"página/painel a compor",estado-partilhado,/platform,sim,"",14
THEME-001,E05,"página/painel a compor",so-url,/app/[orgSlug]/[locationSlug]/website/theme,sim,"",0
THEME-002,E12,"página/painel a compor",so-url,/app/[orgSlug]/[locationSlug]/website/theme/editar,sim,"",0
THEME-003,E12,"página/painel a compor",so-url,/app/[orgSlug]/[locationSlug]/website/theme/previa,sim,"",0
THEME-004,E12,"página/painel a compor",so-url,/app/[orgSlug]/[locationSlug]/website/theme/editar?erro=contraste,sim,"",0
THEME-005,E12,"página/painel a compor",so-url,/app/[orgSlug]/[locationSlug]/website/theme/publicar,sim,"",0
THEME-006,E12,"página/painel a compor",so-url,/app/[orgSlug]/[locationSlug]/website/theme/exemplos/brasa-norte,sim,"",0
THEME-007,E12,"página/painel a compor",so-url,/app/[orgSlug]/[locationSlug]/website/theme/exemplos/oliva-bistro,sim,"",0
THEME-008,E12,"página/painel a compor",so-url,/app/[orgSlug]/[locationSlug]/website/theme/plano,sim,"",0
STATE-001,E02,"estado transversal (nao e rota propria)",provocar,,nao-tem-endereco,"(na rota que executa a ação)",0
STATE-002,E02,"estado transversal (nao e rota propria)",provocar,,nao-tem-endereco,"(na rota que executa a ação)",0
STATE-003,E02,"estado transversal (nao e rota propria)",provocar,,nao-tem-endereco,"(na rota que executa a ação)",0
STATE-004,E15,"estado transversal",provocar,,nao-tem-endereco,"(na rota que executa a ação)",0
STATE-005,E02,"estado transversal (nao e rota propria)",provocar,,nao-tem-endereco,"(na rota que executa a ação)",0
STATE-006,E05,"estado transversal",provocar,,nao-tem-endereco,"(componente BloqueioDePlano, na rota que executa a acção)",0
STATE-007,E02,"estado transversal (nao e rota propria)",provocar,,nao-tem-endereco,"(na rota que executa a ação)",0
STATE-008,E15,"estado transversal",provocar,,nao-tem-endereco,"(na rota que executa a ação)",0
STATE-009,E17,"estado transversal",provocar,,nao-tem-endereco,"(na rota que executa a ação)",0
STATE-010,E17,"estado transversal",provocar,,nao-tem-endereco,"(na rota que executa a ação)",0
STATE-011,E23,"estado transversal",provocar,,nao-tem-endereco,"(na rota que executa a ação)",0
STATE-012,E16,"estado transversal",provocar,,nao-tem-endereco,"(na rota que executa a ação)",0
STATE-013,E06,"estado transversal",provocar,,nao-tem-endereco,"(componente UnidadeArquivada, na rota que executa a acção)",0
STATE-014,E04,"estado transversal (componente Estado)",provocar,,nao-tem-endereco,"(na rota que executa a ação)",0
STATE-015,E15,"estado transversal",provocar,,nao-tem-endereco,"(na rota que executa a ação)",0
STATE-016,E02,"estado transversal (nao e rota propria)",provocar,,nao-tem-endereco,"(na rota que executa a ação)",0
