id,origem,nome_original,titulo_atlas,plano_original,regra_efetiva,etapa_principal,etapas_relacionadas,rota_sugerida,rota_detalhada,view_key,composicao,desktop,mobile,pagina_mapa,pagina_atlas,status,evidencia,decisao_relacionada
CAT-017,mapa original,Editar produto - disponibilidade,Disponibilidad,Todos,Todos,E07,E25,/app/[orgSlug]/brands/[brandSlug]/catalog/products/[productId]?tab=availability,/app/[orgSlug]/catalogo/produtos/[productId]/disponibilidade,CAT-017,aba,obrigatório,obrigatório/adaptado à superfície,7,69,validado,"Bloqueio com fim expira sozinho. Hora lida no fuso DA UNIDADE (instanteNaZona); unidade sem fuso recusa, hora inexistente recusa. Pedidos existentes conservam a informação original.",
CAT-018,mapa original,Grupos de modificadores,Biblioteca de opciones,Todos,Todos,E07,,/app/[orgSlug]/brands/[brandSlug]/catalog/modifiers,/app/[orgSlug]/catalogo/opcoes,CAT-018,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,7,70,validado,"Coluna Uso conta os produtos que usam cada grupo — mudar um mínimo deixa de ser cego. Sem tecto por extenso, nunca campo vazio. Criação inline exige uma opção.",
CAT-019,mapa original,Editor de modificador,Editar grupo de opciones,Todos,Todos,E07,,/app/[orgSlug]/brands/[brandSlug]/catalog/modifiers/[groupId],/app/[orgSlug]/catalogo/opcoes/[groupId],CAT-019,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,7,71,validado,"As três regras (max<min, obrigatório com min 0, max>opções) validadas por validarGrupo ANTES da escrita, contra a forma que o grupo VAI ter. Máximo vazio = sem tecto, não zero. destino guardado, consumido no E16.",
CAT-020,mapa original,Combos/menus fechados,Menú del día,Restaurant+,Restaurant+,E14,,/app/[orgSlug]/brands/[brandSlug]/catalog/combos,sim,CAT-020,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,7,72,planejado,,
CAT-021,mapa original,Impostos e taxas de item,Impuestos por producto,Pro,Pro,E24,,/app/[orgSlug]/brands/[brandSlug]/catalog/taxes,sim,CAT-021,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,7,73,planejado,,
CAT-022,mapa original,Alergenos - biblioteca,Biblioteca de alérgenos,Todos,Todos,E07,,/app/[orgSlug]/brands/[brandSlug]/catalog/allergens,/app/[orgSlug]/catalogo/alergenos,CAT-022,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,7,74,validado,"Biblioteca só de leitura: os catorze do Anexo II do Reg. (UE) 1169/2011 são lei, não configuração. REVOKE ALL + GRANT SELECT em allergens para bossaos_app — provado com INSERT que devolve permission denied.",
CAT-023,mapa original,Biblioteca de midia,Tus imágenes,Todos,Todos,E08,,/app/[orgSlug]/brands/[brandSlug]/catalog/media,/app/[orgSlug]/catalogo/media,CAT-023,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,7,75,validado,"Tipo verificado nos BYTES, nunca na extensão nem no Content-Type. SVG recusado COM A RAZÃO — ""formato não suportado"" faz a pessoa renomear e tentar outra vez, que é o ataque por acidente. A coluna do texto alternativo mostra a ausência.",
CAT-024,mapa original,Traducao em lote,Traducción en lote,Todos,Todos,E08,,/app/[orgSlug]/brands/[brandSlug]/catalog/translations,/app/[orgSlug]/catalogo/traducoes,CAT-024,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,7,76,validado,"QUATRO colunas: ""o original mudou"" conta à parte de ""sem tradução"". São trabalhos diferentes — um é comparar, o outro é escrever — e o obsoleto já está publicado e errado.",
CAT-025,mapa original,Publicacao e preview,Revisa antes de publicar,Todos,Todos,E08,,/app/[orgSlug]/brands/[brandSlug]/catalog/publish,/app/[orgSlug]/catalogo/menus/[menuId]/publicar,CAT-025,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,7,77,validado,"Duas listas que não se misturam: o que muda (acrescentado/alterado/removido) e o que impede. Nada preenche nada — um produto sem preço fica bloqueado, não publicado a zero. A prévia passa pelo MESMO montarRevisao da publicação.",
CAT-026,mapa original,Historico de alteracoes,Historial del catálogo,Pro,Auditoria básica sempre; consulta avançada conforme plano,E08,E33,/app/[orgSlug]/brands/[brandSlug]/catalog/history,/app/[orgSlug]/catalogo/menus/[menuId]/historico,CAT-026,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,7,78,validado,"Restaurar cria revisão NOVA e o número nunca recua; a linha diz de qual revisão veio. Uma história que se reescreve deixa de responder a ""o que estava publicado no dia 4"", que é a pergunta que se faz depois de uma reclamação.",D07
CAT-027,mapa original,Importacao/exportacao,Importa y exporta productos,Todos,Todos,E08,,/app/[orgSlug]/brands/[brandSlug]/catalog/import-export,/app/[orgSlug]/catalogo/importar,CAT-027,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,8,79,validado,"A estratégia abre em ""só criar"" — não a mais útil, a que não destrói. A prévia fica no próprio ecrã (a matriz tem CAT-027 e mais nenhum) e diz por escrito que não escreveu nada. Erros por linha, com o número que se vê no Excel.",
CAT-028,mapa original,Duplicar cardapio,Copia un menú a otra unidad,Restaurant+,Restaurant+,E30,,/app/[orgSlug]/brands/[brandSlug]/catalog/duplicate,sim,CAT-028,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,8,80,planejado,,
MENU-001,mapa original,Landing da carta,La Societat 1927,Starter,Starter,E09,,/r/[publicLocationSlug]/[locale]/menu,/r/[publicLocationSlug]/[locale]/menu,MENU-001,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,8,81,validado,"A projecção pública por lista de permissão: SKU, custo e margem não existem do lado de cá porque nunca foram lidos. Fora de horas a carta CONTINUA — o que muda é o aviso. · validado 04/09: provar-publico.sh 0 falhas, 11 passos, 23 asserções, oito controlos negativos; e três ataques independentes do sénior ao detector de verbos (sem espaços, reexportação, satisfies) todos apanhados · MÓVEL MEDIDO (inspeccao/publico.spec.ts): 360/390/768/1280/1440 px, transbordo zero, nenhum elemento fora do ecrã, alvos de toque ≥ 44 px a 360 px, contraste WCAG, e os catorze alérgenos a caber. A primeira passagem apanhou a carta pública sem folha de estilos — o /r/ não tinha moldura.",
MENU-002,mapa original,Selecionar idioma,Tu idioma,Starter,Starter,E09,,/r/[publicLocationSlug]/[locale]/menu?view=language,/r/[publicLocationSlug]/[locale]/menu (ligações de idioma),MENU-002,variação de rota,obrigatório,obrigatório/adaptado à superfície,8,82,validado,"O idioma é uma LIGAÇÃO e não um formulário: funciona sem JavaScript e o endereço fica partilhável. Um QR impresso aponta para o mesmo sítio em qualquer idioma. · validado 04/09: provar-publico.sh 0 falhas, 11 passos, 23 asserções, oito controlos negativos; e três ataques independentes do sénior ao detector de verbos (sem espaços, reexportação, satisfies) todos apanhados · MÓVEL MEDIDO (inspeccao/publico.spec.ts): 360/390/768/1280/1440 px, transbordo zero, nenhum elemento fora do ecrã, alvos de toque ≥ 44 px a 360 px, contraste WCAG, e os catorze alérgenos a caber. A primeira passagem apanhou a carta pública sem folha de estilos — o /r/ não tinha moldura.",
MENU-003,mapa original,Lista/categoria,Para compartir,Starter,Starter,E09,,/r/[publicLocationSlug]/[locale]/menu?category=[categoryId],/r/[publicLocationSlug]/[locale]/menu?categoria=,MENU-003,variação de rota,obrigatório,obrigatório/adaptado à superfície,8,83,validado,"Filtro por ligação, no mesmo endereço. Categorias rolam na horizontal — uma carta com dezoito não pode empurrar os pratos para fora do ecrã. · validado 04/09: provar-publico.sh 0 falhas, 11 passos, 23 asserções, oito controlos negativos; e três ataques independentes do sénior ao detector de verbos (sem espaços, reexportação, satisfies) todos apanhados · MÓVEL MEDIDO (inspeccao/publico.spec.ts): 360/390/768/1280/1440 px, transbordo zero, nenhum elemento fora do ecrã, alvos de toque ≥ 44 px a 360 px, contraste WCAG, e os catorze alérgenos a caber. A primeira passagem apanhou a carta pública sem folha de estilos — o /r/ não tinha moldura.",
MENU-004,mapa original,Busca da carta,¿Qué te apetece?,Starter,Starter,E09,,/r/[publicLocationSlug]/[locale]/menu?q=[query],/r/[publicLocationSlug]/[locale]/menu?q=,MENU-004,variação de rota,obrigatório,obrigatório/adaptado à superfície,8,84,validado,"Busca por GET, sobre a projecção. Sem acentos e sem maiúsculas. NÃO procura no identificador, na chave da imagem nem na moeda — medido com controlo negativo. · validado 04/09: provar-publico.sh 0 falhas, 11 passos, 23 asserções, oito controlos negativos; e três ataques independentes do sénior ao detector de verbos (sem espaços, reexportação, satisfies) todos apanhados · MÓVEL MEDIDO (inspeccao/publico.spec.ts): 360/390/768/1280/1440 px, transbordo zero, nenhum elemento fora do ecrã, alvos de toque ≥ 44 px a 360 px, contraste WCAG, e os catorze alérgenos a caber. A primeira passagem apanhou a carta pública sem folha de estilos — o /r/ não tinha moldura.",
MENU-005,mapa original,Detalhe do produto,Croquetas caseras,Starter,Starter,E09,,/r/[publicLocationSlug]/[locale]/menu/products/[productId],/r/[publicLocationSlug]/[locale]/menu/produto/[produtoId],MENU-005,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,8,85,validado,"Procura DENTRO da projecção e não na base: ir à base obrigava a repetir os filtros de publicação, canal e estado, e bastava esquecer um para o detalhe mostrar o que a lista esconde. Os catorze alérgenos, incluindo os DESCONHECIDOS. · validado 04/09: provar-publico.sh 0 falhas, 11 passos, 23 asserções, oito controlos negativos; e três ataques independentes do sénior ao detector de verbos (sem espaços, reexportação, satisfies) todos apanhados · MÓVEL MEDIDO (inspeccao/publico.spec.ts): 360/390/768/1280/1440 px, transbordo zero, nenhum elemento fora do ecrã, alvos de toque ≥ 44 px a 360 px, contraste WCAG, e os catorze alérgenos a caber. A primeira passagem apanhou a carta pública sem folha de estilos — o /r/ não tinha moldura.",
MENU-006,mapa original,Configurar produto,A tu gusto,Restaurant,Restaurant,E17,,/r/[publicLocationSlug]/[locale]/menu/products/[productId]?view=options,sim,MENU-006,variação de rota,obrigatório,obrigatório/adaptado à superfície,8,86,planejado,,
MENU-007,mapa original,Carrinho,Tu pedido,Restaurant,Restaurant,E17,,/r/[publicLocationSlug]/[locale]/menu/cart,sim,MENU-007,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,8,87,planejado,,
MENU-008,mapa original,Revisar e enviar pedido,Todo listo para enviar,Restaurant,Restaurant,E17,,/r/[publicLocationSlug]/[locale]/menu/checkout,sim,MENU-008,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,8,88,planejado,,
MENU-009,mapa original,Pedido enviado,Pedido recibido,Restaurant,Restaurant,E17,,/r/[publicLocationSlug]/[locale]/menu/orders/[publicOrderId]?view=sent,sim,MENU-009,estado de rota,obrigatório,obrigatório/adaptado à superfície,8,89,planejado,,
MENU-010,mapa original,Acompanhar pedido,Así va tu pedido,Restaurant,Restaurant,E17,,/r/[publicLocationSlug]/[locale]/menu/orders/[publicOrderId],sim,MENU-010,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,8,90,planejado,,
MENU-011,mapa original,Historico da sessao da mesa,Esta visita,Restaurant,Restaurant,E17,,/r/[publicLocationSlug]/[locale]/menu/session,sim,MENU-011,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,8,91,planejado,,
MENU-012,mapa original,Chamar garcom,¿Cómo podemos ayudarte?,Restaurant,Restaurant,E17,,/r/[publicLocationSlug]/[locale]/menu/service-request,sim,MENU-012,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,8,92,planejado,,
MENU-013,mapa original,Solicitar conta,¿Traemos la cuenta?,Restaurant,Restaurant,E17,,/r/[publicLocationSlug]/[locale]/menu/bill-request,sim,MENU-013,diálogo/painel ou etapa do fluxo,obrigatório,obrigatório/adaptado à superfície,8,93,planejado,,
MENU-014,mapa original,Pagamento pelo celular,Paga desde tu mesa,Pro,Pro,E23,,/r/[publicLocationSlug]/[locale]/menu/pay,sim,MENU-014,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,8,94,planejado,,
MENU-015,mapa original,Dividir conta,¿Cómo queréis dividir?,Pro,Pro,E23,,/r/[publicLocationSlug]/[locale]/menu/split,sim,MENU-015,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,8,95,planejado,,
MENU-016,mapa original,Recibo/comprovante,Tu comprobante,Pro,Pro,E23,E24,/r/[publicLocationSlug]/[locale]/menu/receipt/[publicReceiptId],sim,MENU-016,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,8,96,planejado,,
MENU-017,mapa original,Feedback pos-visita,¿Cómo fue tu visita?,Pro,Pro,E27,,/r/[publicLocationSlug]/[locale]/menu/feedback,sim,MENU-017,diálogo/painel ou etapa do fluxo,obrigatório,obrigatório/adaptado à superfície,8,97,planejado,,
MENU-018,mapa original,Mesa/QR invalido,Este QR ya no está activo,Restaurant,Restaurant,E17,,/r/[publicLocationSlug]/[locale]/menu?state=invalid-qr,sim,MENU-018,estado de rota,obrigatório,obrigatório/adaptado à superfície,8,98,planejado,,
MENU-019,mapa original,Restaurante fechado,Nos vemos en el próximo servicio,Starter,Starter,E09,,/r/[publicLocationSlug]/[locale]/menu?state=closed,/r/[publicLocationSlug]/[locale]/menu (estado fechado),MENU-019,estado de rota,obrigatório,obrigatório/adaptado à superfície,8,99,validado,"A carta continua consultável fora de horas, com o aviso e o horário. O fuso vem DENTRO do horário — é a decisão do E06, e é o que impede chamar o motor sem ele. · validado 04/09: provar-publico.sh 0 falhas, 11 passos, 23 asserções, oito controlos negativos; e três ataques independentes do sénior ao detector de verbos (sem espaços, reexportação, satisfies) todos apanhados · MÓVEL MEDIDO (inspeccao/publico.spec.ts): 360/390/768/1280/1440 px, transbordo zero, nenhum elemento fora do ecrã, alvos de toque ≥ 44 px a 360 px, contraste WCAG, e os catorze alérgenos a caber. A primeira passagem apanhou a carta pública sem folha de estilos — o /r/ não tinha moldura.",
MENU-020,mapa original,Item indisponivel durante carrinho,Un plato se ha agotado,Restaurant,Restaurant,E17,,/r/[publicLocationSlug]/[locale]/menu/cart?state=unavailable,sim,MENU-020,diálogo/painel ou etapa do fluxo,obrigatório,obrigatório/adaptado à superfície,8,100,planejado,,
QR-001,mapa original,Lista de QR codes,Tus códigos QR,Starter,Starter,E09,,/app/[orgSlug]/[locationSlug]/channels/qr,/app/[orgSlug]/[locationSlug]/channels/qr,QR-001,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,9,101,validado,"QR real: codificador próprio com Reed-Solomon, máscaras e BCH. Não é ilustrativo. Sem endereço público não há QR — um código impresso que aponta para um endereço que vai mudar é papel para deitar fora. · validado 04/09: provar-publico.sh 0 falhas, 11 passos, 23 asserções, oito controlos negativos; e três ataques independentes do sénior ao detector de verbos (sem espaços, reexportação, satisfies) todos apanhados · ATENÇÃO 04/09: assinatura RETIRADA quanto à tela — os aceites funcionais estão provados contra a base, mas esta tela NUNCA foi renderizada num navegador. O arnês não autentica ainda. Ver docs/progress/DIVIDA-MOVEL.txt; bloqueante para o E11. · móvel medido a 04/09 pelo arnês com SESSÃO REAL, que era o que faltava: a pendência declarada no E09 era esta e nenhuma outra. Cinco larguras, transbordo, alvos de toque a 44 px e contraste. QR-001/003/004 vivem numa página só e cada um afirma o SEU bloco — medir a rota uma vez e dar os três por medidos era a medição que não aconteceu. Dois defeitos reais apanhados aqui: o QR de 320 px fixos esticava a página a 360, e `.bo-pagina` crescia com o conteúdo em vez de o conter. · inspeccao/painel.spec.ts · assinatura RESTAURADA 04/09: a tela foi finalmente renderizada e medida no navegador; a retirada de há três horas cai porque a medição existe agora",
QR-002,mapa original,Gerar QR de mesa,QR para una mesa,Restaurant,Restaurant,E17,,/app/[orgSlug]/[locationSlug]/channels/qr,família; compor na E00,QR-002,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,9,102,planejado,,
QR-003,mapa original,Gerar QR geral,QR para compartir la carta,Starter,Starter,E09,,/app/[orgSlug]/[locationSlug]/channels/qr,/app/[orgSlug]/[locationSlug]/channels/qr,QR-003,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,9,103,validado,"O endereço à vista por baixo do código: é a prova de que o QR não leva nada além disso. Nível Q, porque um código colado numa mesa apanha gordura e luz de lado. · validado 04/09: provar-publico.sh 0 falhas, 11 passos, 23 asserções, oito controlos negativos; e três ataques independentes do sénior ao detector de verbos (sem espaços, reexportação, satisfies) todos apanhados · ATENÇÃO 04/09: assinatura RETIRADA quanto à tela — os aceites funcionais estão provados contra a base, mas esta tela NUNCA foi renderizada num navegador. O arnês não autentica ainda. Ver docs/progress/DIVIDA-MOVEL.txt; bloqueante para o E11. · móvel medido a 04/09 pelo arnês com SESSÃO REAL, que era o que faltava: a pendência declarada no E09 era esta e nenhuma outra. Cinco larguras, transbordo, alvos de toque a 44 px e contraste. QR-001/003/004 vivem numa página só e cada um afirma o SEU bloco — medir a rota uma vez e dar os três por medidos era a medição que não aconteceu. Dois defeitos reais apanhados aqui: o QR de 320 px fixos esticava a página a 360, e `.bo-pagina` crescia com o conteúdo em vez de o conter. · inspeccao/painel.spec.ts · assinatura RESTAURADA 04/09: a tela foi finalmente renderizada e medida no navegador; a retirada de há três horas cai porque a medição existe agora",
QR-004,mapa original,Exportar QR,Listo para imprimir,Starter,Starter,E09,,/app/[orgSlug]/[locationSlug]/channels/qr,/api/org/[orgSlug]/unidades/[locationId]/qr.svg,QR-004,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,9,104,validado,"SVG como ANEXO e não em linha — a mesma regra que o E08 aplica a ficheiros de terceiros, agora a um que somos nós a gerar. Margem de quatro módulos. Leitura em dois aparelhos: pendência DECLARADA, no ecrã. · validado 04/09: provar-publico.sh 0 falhas, 11 passos, 23 asserções, oito controlos negativos; e três ataques independentes do sénior ao detector de verbos (sem espaços, reexportação, satisfies) todos apanhados · ATENÇÃO 04/09: assinatura RETIRADA quanto à tela — os aceites funcionais estão provados contra a base, mas esta tela NUNCA foi renderizada num navegador. O arnês não autentica ainda. Ver docs/progress/DIVIDA-MOVEL.txt; bloqueante para o E11. · móvel medido a 04/09 pelo arnês com SESSÃO REAL, que era o que faltava: a pendência declarada no E09 era esta e nenhuma outra. Cinco larguras, transbordo, alvos de toque a 44 px e contraste. QR-001/003/004 vivem numa página só e cada um afirma o SEU bloco — medir a rota uma vez e dar os três por medidos era a medição que não aconteceu. Dois defeitos reais apanhados aqui: o QR de 320 px fixos esticava a página a 360, e `.bo-pagina` crescia com o conteúdo em vez de o conter. · inspeccao/painel.spec.ts · assinatura RESTAURADA 04/09: a tela foi finalmente renderizada e medida no navegador; a retirada de há três horas cai porque a medição existe agora",
QR-005,mapa original,Rotacionar/revogar token,Renovar el acceso de la mesa,Restaurant,Restaurant,E17,,/app/[orgSlug]/[locationSlug]/channels/qr,família; compor na E00,QR-005,diálogo/painel ou etapa do fluxo,obrigatório,obrigatório/adaptado à superfície,9,105,planejado,,
QR-006,mapa original,Sessoes ativas de mesa,Sesiones activas,Restaurant,Restaurant,E17,,/app/[orgSlug]/[locationSlug]/channels/qr,família; compor na E00,QR-006,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,9,106,planejado,,
QR-007,mapa original,Detalhe da sessao,Sesión de la mesa 07,Restaurant,Restaurant,E17,,/app/[orgSlug]/[locationSlug]/channels/qr,família; compor na E00,QR-007,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,9,107,planejado,,
CHAN-001,mapa original,Canais de venda,Tus canales conectados,Starter,Starter,E09,"E14,E20,E31",/app/[orgSlug]/[locationSlug]/channels,/app/[orgSlug]/[locationSlug]/channels,CHAN-001,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,9,108,validado,"O endereço público é único no MUNDO; o slug interno continua por organização. A colisão é apanhada pelo índice da base e traduzida — não por consulta prévia, que duas pessoas no mesmo segundo leem ambas ""livre"". · validado 04/09: provar-publico.sh 0 falhas, 11 passos, 23 asserções, oito controlos negativos; e três ataques independentes do sénior ao detector de verbos (sem espaços, reexportação, satisfies) todos apanhados · ATENÇÃO 04/09: assinatura RETIRADA quanto à tela — os aceites funcionais estão provados contra a base, mas esta tela NUNCA foi renderizada num navegador. O arnês não autentica ainda. Ver docs/progress/DIVIDA-MOVEL.txt; bloqueante para o E11. · móvel medido a 04/09 pelo arnês com SESSÃO REAL, que era o que faltava: a pendência declarada no E09 era esta e nenhuma outra. Cinco larguras, transbordo, alvos de toque a 44 px e contraste. QR-001/003/004 vivem numa página só e cada um afirma o SEU bloco — medir a rota uma vez e dar os três por medidos era a medição que não aconteceu. Dois defeitos reais apanhados aqui: o QR de 320 px fixos esticava a página a 360, e `.bo-pagina` crescia com o conteúdo em vez de o conter. · inspeccao/painel.spec.ts · assinatura RESTAURADA 04/09: a tela foi finalmente renderizada e medida no navegador; a retirada de há três horas cai porque a medição existe agora",
CHAN-002,mapa original,Configuracao por canal,Configura el canal,Restaurant+,Restaurant+,E14,"E20,E31",/app/[orgSlug]/[locationSlug]/channels,família; compor na E00,CHAN-002,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,9,109,planejado,,
WEB-001,mapa original,Configuracao geral do site,Tu web de restaurante,Starter,Starter,E10,,/app/[orgSlug]/[locationSlug]/website,família; compor na E00,WEB-001,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,9,110,validado,"Gestão do site do restaurante. Guardar escreve no RASCUNHO e não toca na revisão publicada: são dois armazenamentos, e o aceite 1 é uma consequência da forma. móvel medido no navegador a 360, 390, 768, 1280 e 1440 px: transbordo horizontal, elementos fora do ecrã, alvos de toque a 44 px e contraste WCAG. Toda a visita afirma o endereço final e um marcador da própria tela. · inspeccao/painel.spec.ts, com sessão real emitida pela biblioteca de autenticação · provas provar-sites.sh a 0 falhas com 7 controlos negativos · VALIDADO 04/09 pelo sénior: provar-sites.sh 0 falhas, 11 passos, 8 controlos negativos — o catch largo, a regra preguiçosa e a porta que serve sem prova de controlo; e 254 casos de navegador corridos pelo revisor, não declarados",
WEB-002,mapa original,Paginas do site,Páginas de tu web,Starter,Starter,E10,,/app/[orgSlug]/[locationSlug]/website,família; compor na E00,WEB-002,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,9,111,validado,"Gestão do site do restaurante. Guardar escreve no RASCUNHO e não toca na revisão publicada: são dois armazenamentos, e o aceite 1 é uma consequência da forma. móvel medido no navegador a 360, 390, 768, 1280 e 1440 px: transbordo horizontal, elementos fora do ecrã, alvos de toque a 44 px e contraste WCAG. Toda a visita afirma o endereço final e um marcador da própria tela. · inspeccao/painel.spec.ts, com sessão real emitida pela biblioteca de autenticação · provas provar-sites.sh a 0 falhas com 7 controlos negativos · VALIDADO 04/09 pelo sénior: provar-sites.sh 0 falhas, 11 passos, 8 controlos negativos — o catch largo, a regra preguiçosa e a porta que serve sem prova de controlo; e 254 casos de navegador corridos pelo revisor, não declarados",
WEB-003,mapa original,Conteudo Inicio,Edita la portada,Starter,Starter,E10,,/app/[orgSlug]/[locationSlug]/website,família; compor na E00,WEB-003,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,9,112,validado,"Gestão do site do restaurante. Guardar escreve no RASCUNHO e não toca na revisão publicada: são dois armazenamentos, e o aceite 1 é uma consequência da forma. móvel medido no navegador a 360, 390, 768, 1280 e 1440 px: transbordo horizontal, elementos fora do ecrã, alvos de toque a 44 px e contraste WCAG. Toda a visita afirma o endereço final e um marcador da própria tela. · inspeccao/painel.spec.ts, com sessão real emitida pela biblioteca de autenticação · provas provar-sites.sh a 0 falhas com 7 controlos negativos · VALIDADO 04/09 pelo sénior: provar-sites.sh 0 falhas, 11 passos, 8 controlos negativos — o catch largo, a regra preguiçosa e a porta que serve sem prova de controlo; e 254 casos de navegador corridos pelo revisor, não declarados",
WEB-004,mapa original,Conteudo Sobre,La historia del restaurante,Starter,Starter,E10,,/app/[orgSlug]/[locationSlug]/website,família; compor na E00,WEB-004,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,9,113,validado,"Gestão do site do restaurante. Guardar escreve no RASCUNHO e não toca na revisão publicada: são dois armazenamentos, e o aceite 1 é uma consequência da forma. móvel medido no navegador a 360, 390, 768, 1280 e 1440 px: transbordo horizontal, elementos fora do ecrã, alvos de toque a 44 px e contraste WCAG. Toda a visita afirma o endereço final e um marcador da própria tela. · inspeccao/painel.spec.ts, com sessão real emitida pela biblioteca de autenticação · provas provar-sites.sh a 0 falhas com 7 controlos negativos · VALIDADO 04/09 pelo sénior: provar-sites.sh 0 falhas, 11 passos, 8 controlos negativos — o catch largo, a regra preguiçosa e a porta que serve sem prova de controlo; e 254 casos de navegador corridos pelo revisor, não declarados",
WEB-005,mapa original,Conteudo Contato/Localizacao,Cómo encontrarnos,Starter,Starter,E10,,/app/[orgSlug]/[locationSlug]/website,família; compor na E00,WEB-005,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,9,114,validado,"Gestão do site do restaurante. Guardar escreve no RASCUNHO e não toca na revisão publicada: são dois armazenamentos, e o aceite 1 é uma consequência da forma. móvel medido no navegador a 360, 390, 768, 1280 e 1440 px: transbordo horizontal, elementos fora do ecrã, alvos de toque a 44 px e contraste WCAG. Toda a visita afirma o endereço final e um marcador da própria tela. · inspeccao/painel.spec.ts, com sessão real emitida pela biblioteca de autenticação · provas provar-sites.sh a 0 falhas com 7 controlos negativos · VALIDADO 04/09 pelo sénior: provar-sites.sh 0 falhas, 11 passos, 8 controlos negativos — o catch largo, a regra preguiçosa e a porta que serve sem prova de controlo; e 254 casos de navegador corridos pelo revisor, não declarados",
WEB-006,mapa original,Conteudo Eventos/Novidades,Novedades y eventos,Starter,Starter,E10,,/app/[orgSlug]/[locationSlug]/website,família; compor na E00,WEB-006,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,9,115,validado,"Gestão do site do restaurante. Guardar escreve no RASCUNHO e não toca na revisão publicada: são dois armazenamentos, e o aceite 1 é uma consequência da forma. móvel medido no navegador a 360, 390, 768, 1280 e 1440 px: transbordo horizontal, elementos fora do ecrã, alvos de toque a 44 px e contraste WCAG. Toda a visita afirma o endereço final e um marcador da própria tela. · inspeccao/painel.spec.ts, com sessão real emitida pela biblioteca de autenticação · provas provar-sites.sh a 0 falhas com 7 controlos negativos · VALIDADO 04/09 pelo sénior: provar-sites.sh 0 falhas, 11 passos, 8 controlos negativos — o catch largo, a regra preguiçosa e a porta que serve sem prova de controlo; e 254 casos de navegador corridos pelo revisor, não declarados",
WEB-007,mapa original,Links sociais,Tus enlaces sociales,Starter,Starter,E10,,/app/[orgSlug]/[locationSlug]/website,família; compor na E00,WEB-007,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,9,116,validado,"Gestão do site do restaurante. Guardar escreve no RASCUNHO e não toca na revisão publicada: são dois armazenamentos, e o aceite 1 é uma consequência da forma. móvel medido no navegador a 360, 390, 768, 1280 e 1440 px: transbordo horizontal, elementos fora do ecrã, alvos de toque a 44 px e contraste WCAG. Toda a visita afirma o endereço final e um marcador da própria tela. · inspeccao/painel.spec.ts, com sessão real emitida pela biblioteca de autenticação · provas provar-sites.sh a 0 falhas com 7 controlos negativos · VALIDADO 04/09 pelo sénior: provar-sites.sh 0 falhas, 11 passos, 8 controlos negativos — o catch largo, a regra preguiçosa e a porta que serve sem prova de controlo; e 254 casos de navegador corridos pelo revisor, não declarados",
